iter	MultiClass
253	0.03837488713
254	0.03812954408
255	0.0379330793
256	0.03773593612
257	0.03757895633
258	0.0374613268
259	0.03723751659
260	0.0371245595
261	0.03691562484
262	0.03670314338
263	0.0365446227
264	0.0363588223
265	0.03613403668
266	0.03596390877
267	0.03568566917
268	0.03544358255
269	0.03529471417
270	0.03513001839
271	0.03489484161
272	0.03474195752
273	0.03454391436
274	0.03439513135
275	0.03421632831
276	0.03405230966
277	0.03392495634
278	0.03383791299
279	0.03369620022
280	0.03359045088
281	0.03342487862
282	0.03326149813
283	0.03308215604
284	0.03294115882
285	0.03275976881
286	0.03260282256
287	0.03249875421
288	0.03235624122
289	0.03225218422
290	0.03212914112
291	0.03198692582
292	0.03182274075
293	0.03170231931
294	0.03157893882
295	0.0313700133
296	0.03126206686
297	0.03114638405
298	0.03100506269
299	0.03083289089
300	0.03066363961
301	0.03052748096
302	0.0304360105
303	0.03032575554
304	0.03022253658
305	0.03011716436
306	0.02994681149
307	0.02978353537
308	0.02965517396
309	0.02953927364
310	0.02941048165
311	0.02930659074
312	0.02916159617
313	0.02906467119
314	0.02895727337
315	0.0288184789
316	0.0287091541
317	0.02855187621
318	0.02837222405
319	0.02826925655
320	0.02816395229
321	0.02803206293
322	0.02789770944
323	0.02779618068
324	0.02770813089
325	0.02761566311
326	0.0275083846
327	0.02742476065
328	0.02733077312
329	0.02723236363
330	0.02715313798
331	0.02706528986
332	0.02694121543
333	0.02685219368
334	0.02675105053
335	0.02666335459
336	0.02658618223
337	0.02650583347
338	0.02644434497
339	0.02636546718
340	0.02628421614
341	0.02618495942
342	0.02608308963
343	0.02594759049
344	0.02580301579
345	0.02572952365
346	0.02559111893
347	0.02548096329
348	0.02540199383
349	0.02531545645
350	0.02522446069
351	0.02512896211
352	0.02505336259
353	0.02497922485
354	0.02487059246
355	0.02480069218
356	0.02470799019
357	0.02461995322
358	0.02448315068
359	0.02436730007
360	0.02429342596
361	0.02420823549
362	0.02409955217
363	0.02403014467
364	0.02394007753
365	0.02385524626
366	0.02378865036
367	0.023724268
368	0.02364265188
369	0.02358312482
370	0.02352104197
371	0.02345462681
372	0.02337962308
373	0.02330234968
374	0.02322781069
375	0.02316809406
376	0.02307740509
377	0.02298732291
378	0.02289815075
379	0.02282622872
380	0.02272016773
381	0.02265818996
382	0.02259432844
383	0.02252812207
384	0.02246686299
385	0.02237709905
386	0.02230948744
387	0.02220097384
388	0.02213948384
389	0.02205674774
390	0.02200502979
391	0.02195550474
392	0.0218951791
393	0.02182804861
394	0.02175543501
395	0.02170681778
396	0.02163882196
397	0.02157334982
398	0.02147970292
399	0.02142693931
400	0.02136151839
401	0.02130652256
402	0.02126633955
403	0.02122087786
404	0.02115275905
405	0.02108016861
406	0.02101445878
407	0.02093220032
408	0.02087352544
409	0.02078156899
410	0.02071417731
411	0.02064851153
412	0.02058947944
413	0.0205424568
414	0.02048863523
415	0.02042697526
416	0.02036789614
417	0.02032125868
418	0.02026500017
419	0.02022146439
420	0.02016096234
421	0.02010756754
422	0.02001851976
423	0.01995848769
424	0.01990785219
425	0.01987270615
426	0.01982839909
427	0.01977697614
428	0.01973254095
429	0.01965980571
430	0.01960086251
431	0.01954415289
432	0.01947444845
433	0.01940219842
434	0.01934914583
435	0.01930420625
436	0.01925453123
437	0.01918658409
438	0.01913727932
439	0.01908846439
440	0.0190442649
441	0.01895417502
442	0.01890920429
443	0.01885948894
444	0.01880234146
445	0.01874918058
446	0.01870770981
447	0.0186561366
448	0.01861585218
449	0.01856465223
450	0.01852189698
451	0.01845861423
452	0.01840177978
453	0.01834586335
454	0.01829982604
455	0.01825432642
456	0.01820293132
457	0.01815416161
458	0.01811573326
459	0.01804891411
460	0.01800719833
461	0.01794176991
462	0.01788504914
463	0.01783762751
464	0.01776496915
465	0.01773016701
466	0.01767349601
467	0.01761974245
468	0.01756043228
469	0.01750890447
470	0.01745943864
471	0.01741860389
472	0.01737578823
473	0.01732203394
474	0.01728557022
475	0.01724617556
476	0.01719795632
477	0.01715839159
478	0.01711430989
479	0.01707248028
480	0.01701537707
481	0.01697080173
482	0.0169268537
483	0.01689391734
484	0.01685501238
485	0.01681997296
486	0.01678108254
487	0.01672854815
488	0.01668032185
489	0.01664178275
490	0.01661176064
491	0.01656264978
492	0.01651233443
493	0.01646049458
494	0.01642831298
495	0.01639333481
496	0.01635279412
497	0.01631609584
498	0.01626931916
499	0.01623609439
500	0.01619792257
501	0.01616243865
502	0.01612422444
503	0.01609232121
504	0.0160575921
505	0.0160126603
506	0.01598595501
507	0.01595184765
508	0.01591651455
509	0.01588095105
510	0.01584872123
511	0.0157957376
512	0.01575233745
513	0.01571373673
514	0.015679107
515	0.01563277017
516	0.01559550299
517	0.01556996797
518	0.01553603659
519	0.01550684938
520	0.01547519424
521	0.01543973062
522	0.01540255527
523	0.01537226118
524	0.01534008596
525	0.01530659147
526	0.01527341863
527	0.01524241272
528	0.01520209328
529	0.01517314327
530	0.01512974308
531	0.01510118498
532	0.0150657403
533	0.01502804709
534	0.01499529837
535	0.0149653726
536	0.01492758618
537	0.01489767849
538	0.01487118679
539	0.01483849907
540	0.01481081757
541	0.01478059458
542	0.01474511445
543	0.01471181642
544	0.01467591785
545	0.0146510138
546	0.01461528634
547	0.01459069221
548	0.01454561777
549	0.0145138501
550	0.01448091815
551	0.01444460255
552	0.01442000389
553	0.01438809982
554	0.01436098276
555	0.01431832857
556	0.01427405441
557	0.01424328042
558	0.01421460318
559	0.01418300089
560	0.01415645191
561	0.01412937107
562	0.01410821176
563	0.01407550817
564	0.01405171642
565	0.01402968478
566	0.01400646717
567	0.0139729036
568	0.01394682021
569	0.0139295147
570	0.01390360946
571	0.01386884973
572	0.01383194159
573	0.01381188275
574	0.01378695316
575	0.01374666985
576	0.01371346699
577	0.01368527198
578	0.01366349956
579	0.01363417022
580	0.01361052063
581	0.01357909435
582	0.01355254791
583	0.01352640805
584	0.01350488964
585	0.01347993646
586	0.01345619148
587	0.01343125035
588	0.0134069371
589	0.01337194092
590	0.01334718948
591	0.0133198211
592	0.01329873266
593	0.01326746089
594	0.0132445301
595	0.0132211038
596	0.01319663623
597	0.01316502611
598	0.01314313076
599	0.01311715784
600	0.01309269328
601	0.01307058491
602	0.01304830232
603	0.01302697268
604	0.01300465298
605	0.01297543128
606	0.01295329597
607	0.01293360525
608	0.0129066998
609	0.01287919087
610	0.0128579609
611	0.01283124174
612	0.01280736687
613	0.01278227422
614	0.01276425563
615	0.01274398211
616	0.01272163082
617	0.01269942944
618	0.01267449488
619	0.01264930625
620	0.01262080692
621	0.01259195783
622	0.01256681932
623	0.01254255162
624	0.01252183022
625	0.01250275557
626	0.01246686442
627	0.01244228337
628	0.01241268904
629	0.01239777665
630	0.01238038858
631	0.01235691472
632	0.01232725634
633	0.01230332889
634	0.01228293598
635	0.01226094169
636	0.01222730811
637	0.0122036301
638	0.01218569916
639	0.01216221089
640	0.01214007701
641	0.01211621108
642	0.01209683281
643	0.01208065751
644	0.01205885644
645	0.01204255709
646	0.01201294182
647	0.01199269365
648	0.01197028157
649	0.01195414739
650	0.01193911676
651	0.01192661251
652	0.01189953715
653	0.01188167172
654	0.01186042937
655	0.01184145075
656	0.01182145502
657	0.01179931179
658	0.01177049687
659	0.01175273554
660	0.01173490919
661	0.01171571201
662	0.01169241524
663	0.01167626489
664	0.01164947179
665	0.01163608518
666	0.0116073846
667	0.01158670922
668	0.01156546751
669	0.01154772786
670	0.01153113071
671	0.01151288981
672	0.01149575596
673	0.01147492997
674	0.01145903568
675	0.01144182754
676	0.01141513524
677	0.01138517848
678	0.01136570992
679	0.01133755233
680	0.01132175961
681	0.01130554712
682	0.0112920704
683	0.01127462345
684	0.01124272289
685	0.01122743629
686	0.01119883775
687	0.0111793167
688	0.01115783007
689	0.01114264137
690	0.01112638329
691	0.01110778911
692	0.01109195545
693	0.01107639276
694	0.01105953215
695	0.01104524693
696	0.01102154494
697	0.01100215326
698	0.01098421654
699	0.01096360108
700	0.01094768419
701	0.01092550671
702	0.01090819284
703	0.01089343765
704	0.01088052405
705	0.01086437577
706	0.01084429625
707	0.01082562361
708	0.01080896284
709	0.01079397471
710	0.01076635409
711	0.01075663772
712	0.01074254519
713	0.01072525407
714	0.01070688317
715	0.01068976645
716	0.01067540876
717	0.01065610411
718	0.01064063515
719	0.01062481952
720	0.01061065831
721	0.01059086304
722	0.01056926953
723	0.01055536658
724	0.0105379928
725	0.01052498448
726	0.01051087009
727	0.01049628962
728	0.01048347283
729	0.0104646997
730	0.0104556052
731	0.01043160993
732	0.01041179582
733	0.01039636083
734	0.01038205403
735	0.01036218961
736	0.01034445647
737	0.01033170845
738	0.01031736136
739	0.01030263019
740	0.01028822063
741	0.01027360184
742	0.01025294398
743	0.01023828981
744	0.01022189188
745	0.01020771886
746	0.01019416641
747	0.01017973392
748	0.01016445785
749	0.01015191357
750	0.01013815293
751	0.01012187998
752	0.01010774754
753	0.01009420296
754	0.01007897045
755	0.0100543796
756	0.01003668902
757	0.01002273915
758	0.0100125121
759	0.009996733866
760	0.009984456695
761	0.009968782957
762	0.009956068463
763	0.009942448443
764	0.009926997073
765	0.00991301904
766	0.009900993126
767	0.00988254891
768	0.009869345216
769	0.009859494282
770	0.009844192572
771	0.009831379456
772	0.009818552809
773	0.00980570041
774	0.009793395028
775	0.009776935233
776	0.009761546226
777	0.009750248246
778	0.009738368618
779	0.009724021396
780	0.009709710316
781	0.00969768679
782	0.009682696866
783	0.009662034257
784	0.009651556354
785	0.009636321512
786	0.009617124709
787	0.00960668964
788	0.009592959768
789	0.009579383346
790	0.009566866381
791	0.009551520681
792	0.009536274466
793	0.009519894587
794	0.009507387566
795	0.009494261012
796	0.009481652451
797	0.009467934709
798	0.009454379442
799	0.009440387209
800	0.009425851615
801	0.009405688201
802	0.009392728264
803	0.009380955452
804	0.009366632295
805	0.009352622398
806	0.009336895501
807	0.009323923334
808	0.009302751862
809	0.009293641632
810	0.009272663483
811	0.009260414128
812	0.009244853468
813	0.009231720543
814	0.009221105719
815	0.009207950254
816	0.009197475872
817	0.009187996312
818	0.009176574757
819	0.009161625262
820	0.009148976991
821	0.009137829977
822	0.009127115353
823	0.009114724882
824	0.009104761773
825	0.009091008479
826	0.009078873016
827	0.009067316809
828	0.009056013381
829	0.009042013769
830	0.009029320172
831	0.009018370146
832	0.00900483969
833	0.008992524198
834	0.008983359691
835	0.008966179183
836	0.008955406605
837	0.00894457159
838	0.008933421415
839	0.008919952554
840	0.00891014729
841	0.008897764089
842	0.008889240526
843	0.008878132031
844	0.008867031683
845	0.00885498629
846	0.008840302112
847	0.008828494079
848	0.008812726762
849	0.008798831211
850	0.008789104378
851	0.008776929281
852	0.008763249187
853	0.008744439298
854	0.008733347469
855	0.008722730235
856	0.008710590495
857	0.008698888088
858	0.008687599244
859	0.008675301144
860	0.008663594082
861	0.008646626911
862	0.008634053561
863	0.008623269578
864	0.008606780511
865	0.008595928407
866	0.008584077403
867	0.008571535499
868	0.008560944217
869	0.00854872917
870	0.00853885012
871	0.008525412374
872	0.008511605507
873	0.008502381174
874	0.008488679791
875	0.008479755823
876	0.008471277474
877	0.008457419837
878	0.008447596788
879	0.00843491487
880	0.00842449867
881	0.008414194712
882	0.008403566115
883	0.008394117956
884	0.008384370479
885	0.008374392751
886	0.008365951975
887	0.008358807665
888	0.008347039193
889	0.00833584713
890	0.00832469582
891	0.00831545215
892	0.008306041433
893	0.008295633171
894	0.008286829935
895	0.008278676972
896	0.008269016216
897	0.008259742038
898	0.0082501605
899	0.008240325746
900	0.008229524824
901	0.00821423087
902	0.008207535516
903	0.00819620177
904	0.00818376509
905	0.008174536138
906	0.008164697321
907	0.008155425585
908	0.008145480434
909	0.008136740429
910	0.008125602954
911	0.008117639828
912	0.008108325547
913	0.008099614101
914	0.008090644721
915	0.008081598413
916	0.008070186046
917	0.008055498161
918	0.008044761574
919	0.008033572512
920	0.008023094381
921	0.008013507824
922	0.008002067986
923	0.007992197413
924	0.007983592489
925	0.00797545756
926	0.007967351976
927	0.007957786283
928	0.007949090098
929	0.007942876167
930	0.007935098298
931	0.007925561415
932	0.00791691398
933	0.007905066429
934	0.007898908107
935	0.007890867202
936	0.007882878847
937	0.007873051604
938	0.007863412679
939	0.007855167957
940	0.007845086544
941	0.007838455469
942	0.007829555656
943	0.007820346288
944	0.007809281548
945	0.007804205261
946	0.007794560948
947	0.007784551883
948	0.007774251465
949	0.007768282269
950	0.00775861759
951	0.007747728349
952	0.007740084932
953	0.007731435812
954	0.007722708277
955	0.007714062162
956	0.007705921775
957	0.007697724438
958	0.007688557812
959	0.007681457159
960	0.007668461304
961	0.007659431621
962	0.007651832632
963	0.007643433283
964	0.007636070737
965	0.007626664078
966	0.007613621275
967	0.0076044074
968	0.007595057343
969	0.007586257106
970	0.007580001895
971	0.00757158441
972	0.007565026671
973	0.007556230761
974	0.007544767672
975	0.007537822693
976	0.007531043805
977	0.007523303893
978	0.007515072355
979	0.007507760662
980	0.00749907082
981	0.007484059242
982	0.007475366037
983	0.007468008717
984	0.00745979137
985	0.007453278869
986	0.007445955983
987	0.007438860968
988	0.007430511909
989	0.007423114246
990	0.007414670449
991	0.007405939878
992	0.00739748836
993	0.007389574461
994	0.00738026831
995	0.007372960167
996	0.007364316888
997	0.007355549165
998	0.007348381062
999	0.007338084179
